Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
DDX3X,U2AF1,1,0.9951698981621361,1.27687051370241e-20,0.9951224248055497,1.4009428927611734e-20,21
DDX3X,U2AF1,2,0.5511418357209897,0.002368270213258676,0.6183958390364085,0.00045262585508788874,28
AKAP1,WDR43,3,,,,,26
DDX55,KHSRP,6,-0.7956408095107578,1.6167563899834206e-05,-0.3825917707467448,0.08694685611476215,21
DDX52,ZC3H11A,3,,,,,8
DKC1,DROSHA,3,-0.34158252197619826,0.23196973027108095,0.6204624216595863,0.01790859702743863,14
BUD13,UCHL5,1,0.23371785535491787,8.103323649192324e-06,0.30828648147820914,2.6812243055230135e-09,357
BUD13,UCHL5,2,0.5619485596428122,4.674973203117636e-41,0.6707690489275661,1.2154625267147638e-63,477
BUD13,UCHL5,3,0.7461773081286823,6.6538505293503e-71,0.5279834871995316,1.6050165991097455e-29,392
BUD13,UCHL5,4,0.43593351784802803,1.1351022957518894e-15,0.35487181847997545,1.5329792489055257e-10,307
BUD13,UCHL5,5,0.330927030977845,1.183328908811499e-13,0.5081691357751533,1.1038581816515924e-32,477
BUD13,UCHL5,6,0.4105628769613305,2.440825340445809e-15,0.4347334945748326,3.3614939919176785e-17,342
IGF2BP3,TROVE2,6,-0.9968731350906339,7.625148781528088e-08,-0.6385542168674698,0.08836256884491352,8
FKBP4,FXR2,1,,,,,52
DDX59,SMNDC1,4,,,,,20
CDC40,PPIG,1,0.8263192975653277,1.3167521005260175e-17,0.6225863077823288,2.3873454764242263e-08,66
CDC40,PPIG,2,,,,,272
CDC40,PPIG,3,-0.3490384631680967,0.013969533672222256,-0.46269266101867923,0.0008156878417795208,49
CDC40,PPIG,4,0.6338034581036194,1.5860139686531883e-23,0.5360683959241477,4.743831711967585e-16,197
CDC40,PPIG,5,0.18676035705408153,0.18056062521851327,0.4948998105067935,0.0001651222448213409,53
CDC40,PPIG,6,,,,,106
GRWD1,RBFOX2,1,0.6429845009870621,6.296645439695699e-07,0.714096084137438,8.36896955178197e-09,49
GRWD1,RBFOX2,2,0.15962092130102642,0.0005135628067610856,-0.3674892316003612,1.7852580540280187e-16,470
GRWD1,RBFOX2,3,0.28631383924804027,0.0024267421775804434,-0.4510500545541439,7.608845002543003e-07,110
GRWD1,RBFOX2,4,-0.5472145373500306,3.0518141435548163e-21,-0.45755174411852645,1.513224077706137e-14,254
